,location,latitude,longitude,fatality_count
1007,"Huger, SC",33.0974397,-79.80391949999998,1
1008,"Humboldt, TN",35.8197917,-88.9158953,1
1009,"Hummelstown, PA",40.2653681,-76.7083033,1
1010,"Hunters, WA",48.1171945,-118.20229170000002,1
1011,"Huntersville, NC",35.410694,-80.84285040000002,2
1012,"Huntingdon County, PA",40.4155273,-78.0195387,1
1013,"Huntington Beach, CA",33.6594835,-117.9988026,3
1014,"Huntington Park, CA",33.981681200000004,-118.2250725,1
1015,"Huntley, MT",45.899401,-108.3015174,1
1016,"Huntsville, AL",34.730368799999994,-86.5861037,8
1017,"Huntsville, TX",30.723526300000003,-95.55077709999999,1
1018,"Huron, CA",36.2027308,-120.10291770000002,1
1019,"Hurricane, WV",38.4325896,-82.0201368,1
1020,"Hurst, IL",37.8331059,-89.1428573,1
1021,"Hurst, TX",32.82346210000001,-97.1705678,1
1022,"Hutchins, TX",32.6492999,-96.7130521,1
1023,"Hutchinson, KS",38.0608445,-97.9297743,2
1024,"Hutchinson, MN",44.89254830000001,-94.3692926,1
1025,"Idaho Falls, ID",43.49266069999999,-112.0407584,3
1026,"Ideal Beach, NJ",40.4447818,-74.11188349999998,1
1027,"Immokalee, FL",26.418524800000004,-81.4174057,1
1028,"Independence, MO",39.0911161,-94.4155068,1
1029,"Independence, VA",36.62234779999999,-81.15092299999998,1
1030,"Indialantic, FL",28.0894599,-80.5656079,1
1031,"Indian River County, FL",27.6947732,-80.54384499999998,1
1032,"Indianapolis, IN",39.768403,-86.158068,16
1033,"Indiantown, FL",27.0272756,-80.4856083,1
1034,"Indio, CA",33.7205771,-116.2155619,4
1035,"Inglewood, CA",33.9616801,-118.3531311,4
1036,"Inkster, MI",42.2942045,-83.30993029999998,1
1037,"Inwood, WV",39.3578781,-78.03999940000001,1
1038,"Inyokern, CA",35.64689910000001,-117.8125674,1
1039,"Iredell County, NC",35.8310501,-80.89865019999998,1
1040,"Irmo, SC",34.0859829,-81.18315129999998,2
1041,"Irvine, CA",33.6845673,-117.82650490000002,1
1042,"Irving, TX",32.814017699999994,-96.9488945,5
1043,"Irvington, NJ",40.7263249,-74.22864349999998,1
1044,"Ishpeming Township, MI",46.6086225,-87.68769329999998,1
1045,"Islip, NY",40.72982070000001,-73.2103934,1
1046,"Iuka, MS",34.8117565,-88.19004149999998,2
1047,"Iva, SC",34.3064966,-82.66374300000003,1
1048,"Jackson County, AL",34.709038799999995,-86.0121573,1
1049,"Jackson County, KY",37.4023274,-84.01674229999998,1
1050,"Jackson, GA",33.2945651,-83.96602089999998,2
1051,"Jackson, MI",42.245869,-84.40134619999998,2
1052,"Jackson, MO",37.3822732,-89.6662063,1
1053,"Jackson, MS",32.298757300000005,-90.1848103,4
1054,"Jackson, TN",35.6145169,-88.81394689999998,1
1055,"Jackson, WI",43.3238919,-88.1667599,1
1056,"Jacksonsville, FL",30.3321838,-81.65565099999998,1
1057,"Jacksonville, AL",33.8137125,-85.76135359999998,1
1058,"Jacksonville, AR",34.8662005,-92.1101458,3
1059,"Jacksonville, FL",30.3321838,-81.65565099999998,21
1060,"Jal, NM",32.1131814,-103.1935127,1
1061,"Jasper, OH",39.05007,-83.05656789999998,1
1062,"Jean, NV",35.778868,-115.3238828,1
1063,"Jefferson City, MO",38.57670170000001,-92.1735164,1
1064,"Jefferson County, ID",43.7640903,-112.2493671,1
1065,"Jeffersonville, OH",39.6539436,-83.5631915,1
1066,"Jennings, MO",38.7192175,-90.2603903,1
1067,"Jerseyville, IL",39.1200471,-90.3284479,1
1068,"Jesup, GA",31.6074365,-81.88539240000001,1
1069,"Johns Creek, GA",34.0289259,-84.19857900000002,1
1070,"Johns Island, SC",32.7177248,-80.0646682,1
1071,"Johnson City, TN",36.3134397,-82.35347270000003,2
1072,"Johnson County, MO",38.67447470000001,-93.8248241,1
1073,"Johnsonville, SC",33.8179432,-79.4492228,1
1074,"Johnstown, PA",40.32674069999999,-78.9219698,1
1075,"Joilet, IL",41.525031,-88.0817251,1
1076,"Joliet, IL",41.525031,-88.0817251,1
1077,"Jonesboro, AR",35.84229670000001,-90.704279,3
1078,"Jonesborough, TN",36.2942722,-82.4734787,1
1079,"Jonesville, NC",36.2393013,-80.84451519999998,1
1080,"Joplin, MO",37.08422710000001,-94.513281,2
1081,"Josephine County, OR",42.3447572,-123.4568737,1
1082,"Joshua Tree, CA",34.134728,-116.3130661,1
1083,"Jourdanton, TX",28.9180294,-98.5464068,1
1084,"Junction City, KS",39.0286093,-96.8313978,1
1085,"Jupiter, FL",26.934224600000004,-80.09420870000002,1
1086,"Jurupa Valley, CA",33.9971974,-117.4854802,5
1087,"Kahuku, HI",21.6802778,-157.9511111,1
1088,"Kalamazoo, MI",42.2917069,-85.5872286,2
1089,"Kalihi, HI",21.3248569,-157.87500759999998,1
1090,"Kansas City, KS",39.11553139999999,-94.6267873,6
1091,"Kansas City, MO",39.0997265,-94.5785667,20
1092,"Katy, TX",29.7857765,-95.8245093,1
1093,"Keaau, HI",19.6213287,-155.0394139,1
1094,"Kearns, UT",40.6599468,-111.9963275,1
1095,"Kearny, AZ",33.0570085,-110.9106656,1
1096,"Keizer, OR",44.9901194,-123.0262077,1
1097,"Kellyville, OK",35.9436968,-96.2136136,1
1098,"Kelso, WA",46.146779,-122.9084445,2
1099,"Kenai Peninsula, AK",60.08584860000001,-151.382264,1
1100,"Kendale Lakes, FL",25.7081577,-80.4069986,1
1101,"Kenner, LA",29.9940924,-90.2417434,1
1102,"Kennewick, WA",46.2086683,-119.119948,2
1103,"Kenosha, WI",42.5847425,-87.82118539999998,1
1104,"Kent Station, WA",47.3842085,-122.2348948,1
1105,"Kent, OH",41.1536674,-81.3578859,2
1106,"Kent, WA",47.38093350000001,-122.2348432,4
1107,"Kentwood, MI",42.8694731,-85.64474919999998,2
1108,"Kerrville, TX",30.0474332,-99.1403189,2
1109,"Kettering, OH",39.68950359999999,-84.16882740000001,2
1110,"Killeen, AL",34.862863700000005,-87.5375253,1
1111,"Killeen, TX",31.1171194,-97.7277959,2
1112,"King City, OR",45.4026793,-122.8044897,1
1113,"King George, VA",38.26645120000001,-77.18078419999998,1
1114,"King of Prussia, PA",40.1012856,-75.38355250000002,1
1115,"Kingman, AZ",35.189443,-114.0530065,6
1116,"Kings County, CA",36.0988489,-119.8815203,1
1117,"Kings Mountain, NC",35.2451342,-81.34119419999998,1
1118,"Kingsbury, TX",29.6480061,-97.8280575,1
1119,"Kingsland, GA",30.7999563,-81.68982609999998,1
1120,"Kingsport, TN",36.548434,-82.5618186,1
1121,"Kingwood, TX",30.0500255,-95.1844774,1
1122,"Kinston, NC",35.2626635,-77.5816353,1
1123,"Kiowa, OK",34.7206515,-95.89915859999999,1
1124,"Kirkland, WA",47.6768927,-122.2059833,4
1125,"Kirkwood, NY",42.0399825,-75.7968698,1
1126,"Kittitas, WA",46.98318219999999,-120.4170102,1
1127,"Klamath Falls, OR",42.224867,-121.7816704,2
1128,"Knox, IN",41.2958751,-86.62501390000001,1
1129,"Knoxville, PA",41.9572933,-77.43887190000002,1
1130,"Knoxville, TN",35.96063839999999,-83.9207392,4
1131,"Kokomo, IN",40.486427,-86.13360329999998,2
1132,"Kuna, ID",43.4918307,-116.4201223,1
1133,"Kyle, SD",43.4249934,-102.1765463,1
1134,"La Crosse, WI",43.8137751,-91.2519017,1
1135,"La Marque, TX",29.3685674,-94.9713134,1
1136,"La Mirada, CA",33.9172357,-118.0120086,1
1137,"La Paz County, AZ",34.0061091,-113.9536466,1
1138,"La Porte, TX",29.6657838,-95.0193728,1
1139,"La Quinta, CA",33.663357299999994,-116.3100095,1
1140,"LaFollette, TN",36.3828852,-84.11994720000001,2
1141,"LaGrange, GA",33.0362218,-85.0322444,1
1142,"LaSalle, CO",40.3488703,-104.7019102,1
1143,"Lacey, WA",47.0358969,-122.8232553,1
1144,"Ladera Heights, CA",33.987776200000006,-118.3703703,1
1145,"Lady Lake, FL",28.9174855,-81.92286039999998,1
1146,"Lafayette, IN",40.4167022,-86.87528689999998,1
1147,"Laguna Pueblo, NM",35.0367105,-107.3828231,1
1148,"Laguna Woods, CA",33.610170200000006,-117.7251162,1
1149,"Lake Asbury, FL",30.0491293,-81.8214871,1
1150,"Lake Charles, LA",30.226594899999995,-93.2173758,1
1151,"Lake City, SC",33.8709958,-79.75534509999999,1
1152,"Lake Elmo, MN",44.99579979999999,-92.8793768,1
1153,"Lake Elsinore, CA",33.668077200000006,-117.3272615,3
1154,"Lake Hallie, WI",44.8757937,-91.44071459999999,1
1155,"Lake Havasu City, AZ",34.483901,-114.3224548,1
1156,"Lake Jackson, TX",29.0338575,-95.4343859,2
1157,"Lake Mary, FL",28.7588833,-81.3178446,1
1158,"Lake Stevens, WA",48.01509799999999,-122.0637425,2
1159,"Lake View, SC",34.3457189,-79.16559459999998,1
1160,"Lake Wales, FL",27.9014133,-81.58590989999998,2
1161,"Lakeland, FL",28.0394654,-81.9498042,6
1162,"Lakeland, TN",35.2306435,-89.74036059999997,1
1163,"Lakemoor, IL",42.3286331,-88.19897320000003,1
1164,"Lakes Charles, LA",30.226594899999995,-93.2173758,1
1165,"Lakes Wales, FL",27.9014133,-81.58590989999998,1
1166,"Lakeshire, MO",38.538664,-90.3351164,1
1167,"Lakewood, CA",33.853626899999995,-118.1339563,1
1168,"Lakewood, CO",39.7047095,-105.08137340000002,5
1169,"Lakewood, WA",47.1717649,-122.518458,3
1170,"Lampe, MO",36.5636755,-93.43796390000001,1
1171,"Lancaster City, PA",40.0378755,-76.3055144,1
1172,"Lancaster, CA",34.6867846,-118.1541632,2
1173,"Lancaster, KY",37.61952460000001,-84.5779957,1
1174,"Lancaster, PA",40.0466571,-76.17837390000003,3
1175,"Lancaster, SC",34.72042570000001,-80.77090140000001,1
1176,"Lancaster, TX",32.5920798,-96.7561082,1
1177,"Landover, MD",38.93400020000001,-76.8966397,3
1178,"Landrum, SC",35.1751148,-82.1892795,1
1179,"Lansing, IL",41.5647575,-87.53893099999998,1
1180,"Lansing, MI",42.732535,-84.55553470000002,1
1181,"Lantana, FL",26.5867358,-80.05198589999998,1
1182,"Laramie, WY",41.3113669,-105.5911007,2
1183,"Laredo, TX",27.5035613,-99.5075519,4
1184,"Largo, FL",27.9094665,-82.7873244,2
1185,"Larimer County, CO",40.6955572,-105.5943388,1
1186,"Las Cruces, NM",32.3199396,-106.7636538,10
1187,"Las Vegas, NV",36.1699412,-115.13982959999998,41
1188,"Latta, SC",34.337104700000005,-79.4311616,1
1189,"Lauderdale County, MS",32.4401578,-88.71089640000002,1
1190,"Lauderdale Lakes, FL",26.1664736,-80.2083806,1
1191,"Lauderhill, FL",26.1403635,-80.2133808,1
1192,"Lawndale, IL",40.2180969,-89.28259249999998,1
1193,"Lawndale, NC",35.41401870000001,-81.56314739999998,1
1194,"Lawrence County, AL",34.567428,-87.30161319999998,1
1195,"Lawrence, IN",39.8386516,-86.0252612,1
1196,"Lawrenceburg, KY",38.0372967,-84.8966171,1
1197,"Lawrenceburg, TN",35.2423023,-87.33473889999998,1
1198,"Lawrenceville, GA",33.9562149,-83.9879625,1
1199,"Lawtey, FL",30.0441284,-82.07177329999998,1
1200,"Lawton, OK",34.6035669,-98.3959291,3
1201,"Lead, SD",44.3522065,-103.7651984,1
1202,"Leadwood, MO",37.8672729,-90.5931819,1
1203,"League City, TX",29.5074538,-95.0949303,2
1204,"Lealman, FL",27.818349,-82.6836505,2
1205,"Leavenworth, KS",39.3111112,-94.9224637,1
1206,"Lebanon, MO",37.6805967,-92.6637865,1
1207,"Lee's Summit, MO",38.9108408,-94.3821724,1
1208,"Lee, NY",43.2784027,-75.57156850000001,1
1209,"Leedey, OK",35.8700463,-99.34677049999999,1
1210,"Leeds, AL",33.5481597,-86.54442879999998,1
1211,"Lehigh, KS",38.37278720000001,-97.3030858,1
1212,"Leitchfield, KY",37.4800544,-86.2938637,2
1213,"Leland, NC",34.2562805,-78.0447143,1
1214,"Lemon Grove, CA",32.7425516,-117.0314172,2
1215,"Lemoore, CA",36.3007835,-119.7829107,2
1216,"Lenoir City, TN",35.7972998,-84.25602990000002,2
1217,"Lenoir, NC",35.9140196,-81.5389849,2
1218,"Leon County, TX",31.2152685,-95.9832577,1
1219,"Levelland, TX",33.5873164,-102.37796,1
1220,"Lewisburg, TN",35.4492404,-86.7888887,1
1221,"Lewistown, PA",40.5992395,-77.571382,1
1222,"Lexington County, SC",33.9309651,-81.2518833,1
1223,"Lexington, NC",35.8240265,-80.2533838,1
1224,"Lexington, SC",33.9815369,-81.2362107,1
1225,"Lexington, VA",37.78402080000001,-79.4428157,1
1226,"Liberty, MO",39.2461138,-94.4191177,1
1227,"Liberty, NC",35.8534705,-79.5716903,1
1228,"Lima, OH",40.742551,-84.1052256,1
1229,"Lincoln Parish, LA",32.598888,-92.6983868,1
1230,"Lincoln Township, MI",42.01538239999999,-86.50976089999996,1
1231,"Lincoln, CA",38.891565,-121.29300790000002,1
1232,"Lincoln, NE",40.813616,-96.7025955,3
1233,"Linda, CA",39.1276702,-121.5507976,1
1234,"Lisle, IL",41.801141,-88.0747875,1
1235,"Little Egg Harbor Township, NJ",39.6108492,-74.35726460000002,1
1236,"Little Egg Harbor, NJ",39.6108492,-74.35726460000002,1
1237,"Little Havana, FL",25.7776438,-80.2377078,1
1238,"Little Mountain, SC",34.1962557,-81.41232289999998,1
1239,"Little Orleans, MD",39.625925,-78.3864002,1
1240,"Little Rock, AR",34.7464809,-92.2895948,7
1241,"Littlefield, TX",33.9173148,-102.3249022,1
1242,"Livermore, CA",37.6818688,-121.7684732,1
1243,"Livingston Parish, LA",30.4340146,-90.6773046,1
1244,"Livingston, MT",45.6614105,-110.55995559999998,1
1245,"Livingston, TN",36.3833961,-85.32302209999997,1
1246,"Lizella, GA",32.8069216,-83.819985,1
1247,"Llano, TX",30.75934519999999,-98.6750379,2
1248,"Lockhart, TX",29.8849441,-97.6699996,1
1249,"Locust Grove, GA",33.3459495,-84.109083,1
1250,"Lodge Grass, MT",45.3144117,-107.3631461,1
1251,"Lodi, CA",38.1341477,-121.2722194,2
1252,"Logan Canyon, UT",41.7402088,-111.7938314,1
1253,"Logan County, OK",35.94046229999999,-97.5247243,1
1254,"Logan Township, NJ",39.7847179,-75.34918499999998,1
1255,"Logan, UT",41.7369803,-111.8338359,1
1256,"Loganville, GA",33.8389977,-83.90073819999998,2
1257,"Lompoc, CA",34.6391501,-120.4579409,2
1258,"London, KY",37.1289771,-84.08326459999998,2
1259,"Lone Rock, AR",36.1806251,-92.3446022,1
1260,"Lone Tree, CO",39.536482,-104.8970678,1
1261,"Long Beach, CA",33.770050399999995,-118.1937395,13
1262,"Longmont, CO",40.1672068,-105.1019275,1
1263,"Longview, TX",32.5007037,-94.74048909999999,4
1264,"Longview, WA",46.1381676,-122.9381672,2
1265,"Lorena, TX",31.3865592,-97.21555959999999,1
1266,"Los Angeles, CA",34.0522342,-118.24368490000002,69
1267,"Los Banos, CA",37.0582786,-120.8499151,2
1268,"Los Lunas, NM",34.806166,-106.7333599,3
1269,"Louisville, KY",38.2526647,-85.7584557,17
1270,"Louisville, NE",41.00444299999999,-96.1600132,1
1271,"Loveland, CO",40.39776120000001,-105.0749801,3
1272,"Lovington, NM",32.9440077,-103.3485543,1
1273,"Lowell, AR",36.25535429999999,-94.1307587,1
1274,"Lowell, MA",42.633424700000006,-71.31617179999998,1
1275,"Lower Burrell, PA",40.5849232,-79.7209802,1
1276,"Lower Macungie Township, PA",40.540989,-75.56260390000001,1
1277,"Lower Mount Bethel, PA",40.8077475,-75.1662121,1
1278,"Loxahatchee, FL",26.771624,-80.238888,1
1279,"Lucedale, MS",30.9251869,-88.5900235,1
1280,"Ludlow, KY",39.0925597,-84.5474435,1
1281,"Ludowici, GA",31.7079919,-81.74233570000001,1
1282,"Lufkin, TX",31.3382406,-94.729097,1
1283,"Lumberton, MS",31.0012942,-89.45228700000001,1
1284,"Lumberton, NC",34.6182199,-79.00864240000001,1
1285,"Lumpkin, GA",32.0509895,-84.7990901,1
1286,"Lynchburg, VA",37.4137536,-79.14224639999998,1
1287,"Lyndhurst, NJ",40.81201710000001,-74.1243063,1
1288,"Lynn, MA",42.46676300000001,-70.9494938,4
1289,"Lynnwood, WA",47.82093010000001,-122.3151314,1
1290,"Lynwood, CA",33.930293,-118.21146029999998,1
1291,"Lyons, IL",41.8133651,-87.81811280000002,1
1292,"Mabank, TX",32.3665322,-96.1008056,1
1293,"Mableton, GA",33.8187167,-84.5824329,2
1294,"Mackinaw, IL",40.5369829,-89.3575913,1
1295,"Macon County, AL",32.3731182,-85.684578,1
1296,"Macon, GA",32.8406946,-83.6324022,1
1297,"Macoupin County, IL",39.2375268,-89.9253233,1
1298,"Madera, CA",36.96133560000001,-120.0607176,3
1299,"Madison County, MS",32.672945899999995,-90.03732009999997,1
1300,"Madison Township, OH",39.52885120000001,-84.42777029999998,2
1301,"Madison, ME",44.7975466,-69.87974859999999,1
1302,"Madison, WI",43.07305170000001,-89.4012302,2
1303,"Maeystown, IL",38.224776,-90.2334494,1
1304,"Magna, UT",40.70911210000001,-112.1016088,1
1305,"Magnolia, AR",33.2670725,-93.239334,2
1306,"Maiden, NC",35.5756889,-81.2117473,1
1307,"Malone, NY",44.84865960000001,-74.29489830000001,1
1308,"Malta, MT",48.35971970000001,-107.8742831,1
1309,"Mamou, LA",30.6338092,-92.4192993,1
1310,"Manatee, FL",27.4799195,-82.34518899999998,1
1311,"Manchester Township, PA",40.003043,-76.745195,2
1312,"Manchester, NH",42.99563970000001,-71.4547891,1
1313,"Manchester, NJ",39.9711696,-74.33928209999998,2
1314,"Mandan, ND",46.82666029999999,-100.8895761,1
1315,"Mandeville, LA",30.35825059999999,-90.06563109999998,1
1316,"Manhasset, NY",40.7978787,-73.6995749,1
1317,"Manila, AR",35.88007329999999,-90.1670393,1
1318,"Manistee, MI",44.2444473,-86.324253,1
1319,"Manitowoc, WI",44.0886059,-87.657584,1
1320,"Mankato, MN",44.1635775,-93.99939959999999,1
1321,"Mannford, OK",36.1334101,-96.3544571,1
1322,"Mannington, WV",39.5309169,-80.343418,1
1323,"Mansfield, OH",40.75839000000001,-82.51544709999997,2
1324,"Mansfield, TX",32.5631924,-97.1416768,1
1325,"Mantoloking, NJ",40.0392835,-74.0498585,1
1326,"Marana, AZ",32.436381,-111.2224422,3
1327,"Maricopa, AZ",33.05810630000001,-112.0476423,1
1328,"Marietta, GA",33.95260200000001,-84.5499327,3
1329,"Marina, CA",36.68440289999999,-121.802173,1
1330,"Marine City, MI",42.7194778,-82.492132,1
1331,"Marion, AR",35.2145336,-90.1964835,1
1332,"Marion, IL",37.7306054,-88.9331256,1
1333,"Marion, MI",44.1025148,-85.14698349999998,1
1334,"Markham, IL",41.5936453,-87.6947699,1
1335,"Marksville, LA",31.1279652,-92.06623559999998,1
1336,"Martinez, CA",38.0193657,-122.1341321,1
1337,"Martins Ferry, OH",40.0959055,-80.724526,1
1338,"Maryneal, TX",32.2354051,-100.4503797,1
1339,"Marysville, CA",39.1457253,-121.5913547,1
1340,"Marysville, WA",48.0517637,-122.1770818,1
1341,"Mascotte, FL",28.5783313,-81.88674509999998,1
1342,"Mashantucket, CT",41.4615182,-71.97866259999998,1
1343,"Maspeth, NY",40.7294018,-73.9065883,1
1344,"Mathis, TX",28.0944558,-97.82805429999999,1
1345,"Maui, HI",20.7983626,-156.3319253,1
1346,"Maurice River, NJ",39.2592235,-74.98365840000002,1
1347,"Maysville, MO",39.8891658,-94.3618967,1
1348,"Maywood, CA",33.9866807,-118.185349,1
1349,"McAlester, OK",34.93342979999999,-95.76971309999999,2
1350,"McDowell, MO",36.82892860000001,-93.80448309999998,1
1351,"McIntosh County, GA",31.4748147,-81.38393260000002,1
1352,"McKinney, TX",33.1983388,-96.6389342,1
1353,"McKinneyville, CA",40.94651520000001,-124.1006205,1
1354,"McLemoresville, TN",35.987286,-88.5745001,1
1355,"McLoud, OK",35.435899600000006,-97.09141629999999,1
1356,"McMinnville, OR",45.21011619999999,-123.1987163,1
1357,"McMinnville, TN",35.6865889,-85.7801453,1
1358,"McPherson, KS",38.3708415,-97.6642087,1
1359,"Mead Township, PA",41.8103795,-79.0419053,1
1360,"Meadow Bridge, WV",37.85900609999999,-80.8542568,1
1361,"Meadow Vista, CA",39.0010079,-121.0218887,1
1362,"Meadowlake, NM",34.80144420000001,-106.543633,1
1363,"Mecca, CA",33.571692,-116.0772244,1
1364,"Medford, OR",42.3265152,-122.8755949,4
1365,"Medicine Lodge, KS",37.2811339,-98.580361,1
1366,"Medina, OH",41.143245,-81.8552196,1
1367,"Melba, ID",43.3754405,-116.5290116,1
1368,"Melbourne, FL",28.0836269,-80.60810889999998,1
1369,"Memphis, IN",38.4833963,-85.7616319,1
1370,"Memphis, TN",35.1495343,-90.0489801,13
1371,"Mena, AR",34.586217100000006,-94.2396554,1
1372,"Menasha, WI",44.2022084,-88.44649729999998,1
1373,"Menifee, CA",33.6971468,-117.185294,1
1374,"Merced, CA",37.3021632,-120.48296770000002,1
1375,"Mercury, NV",36.6605105,-115.9944747,1
1376,"Meridian, ID",43.61210870000001,-116.3915131,2
1377,"Meridian, MS",32.3643098,-88.70365600000002,1
1378,"Meridianville, AL",34.8514782,-86.57221539999998,1
1379,"Merrick, NY",40.6628795,-73.55151599999998,1
1380,"Merrillville, IN",41.4828144,-87.33281389999998,1
1381,"Merrimack, NH",42.8678693,-71.49483219999998,1
1382,"Mesa, AZ",33.4151843,-111.8314724,17
1383,"Mesquite, TX",32.76679550000001,-96.5991593,1
1384,"Metairie, LA",29.984092200000006,-90.1528519,3
1385,"Metropolis, IL",37.15116550000001,-88.73199790000002,2
1386,"Mexico Beach, FL",29.9479833,-85.41797659999997,1
1387,"Miami Beach, FL",25.790654,-80.1300455,1
1388,"Miami Gardens, FL",25.9420377,-80.2456045,4
1389,"Miami Township, OH",39.6128751,-84.2489525,1
1390,"Miami, FL",25.7616798,-80.1917902,27
1391,"Miami, OK",36.8745146,-94.8774554,1
1392,"Micanopy, FL",29.504692,-82.27982270000003,1
1393,"Middle River, MD",39.3342744,-76.4394056,1
1394,"Middleburg, FL",30.0688512,-81.8603778,1
1395,"Middleton, ID",43.7068281,-116.6201357,1
1396,"Middletown, DE",39.449556,-75.71632070000003,1
1397,"Middletown, NY",41.4459271,-74.42293409999998,1
1398,"Midland, MI",43.6155825,-84.24721159999999,1
1399,"Midland, TX",31.9973456,-102.0779146,5
1400,"Midlothian, TX",32.482361,-96.9944489,1
1401,"Midway, FL",30.495475899999995,-84.45435129999998,1
1402,"Midwest City, OK",35.4495065,-97.3967019,1
1403,"Milcreek, UT",40.6868914,-111.8754907,1
1404,"Millbrook, AL",32.4798575,-86.36191629999998,2
1405,"Millerton, OK",33.9859409,-95.0135582,1
1406,"Millston, WI",44.1930179,-90.6476354,1
1407,"Millville, NJ",39.4020596,-75.0393438,2
1408,"Milton, FL",30.6324149,-87.03968809999998,1
1409,"Miltona, MN",46.0441294,-95.2914238,1
1410,"Milwaukee, WI",43.0389025,-87.9064736,11
1411,"Milwaukie, OR",45.4465305,-122.6322812,1
1412,"Minneapolis, MN",44.977753,-93.2650108,6
1413,"Mission, TX",26.2159066,-98.3252932,4
1414,"Mississippi County, AR",35.8279728,-90.0746767,1
1415,"Missoula, MT",46.8721284,-113.9940314,1
1416,"Missouri City, TX",29.6185669,-95.5377215,1
1417,"Mitchell, SD",43.7094283,-98.0297992,1
1418,"Mobile, AL",30.6953657,-88.0398912,3
1419,"Modesto, CA",37.63909719999999,-120.9968782,8
1420,"Molena, GA",33.0120724,-84.50020129999999,1
1421,"Monahans, TX",31.594299100000004,-102.8926536,1
1422,"Moncks Corner, SC",33.1960027,-80.01313739999998,1
1423,"Monett, MO",36.9289502,-93.9277071,1
1424,"Monon, IN",40.8678171,-86.87890440000002,1
1425,"Monongalia, WV",39.6695849,-79.96403389999998,1
1426,"Monroe County, IN",39.1851445,-86.49965460000001,1
1427,"Monroe County, MS",33.8773585,-88.55653099999998,1
1428,"Monroe, GA",33.7948364,-83.713229,2
1429,"Monroe, LA",32.5093109,-92.1193012,1
1430,"Monroe, NC",34.9854275,-80.54951120000003,1
1431,"Monroe, WI",42.60111939999999,-89.6384532,1
1432,"Monroeville, AL",31.5279399,-87.32470769999998,1
1433,"Montcalm, WV",37.3540054,-81.2525993,1
1434,"Montclair, CA",34.0775104,-117.6897776,1
1435,"Monteagle, TN",35.2400807,-85.83969789999998,1
1436,"Montebello, CA",34.0165053,-118.1137535,2
1437,"Monterey, CA",36.6002378,-121.8946761,1
1438,"Montezuma Creek, UT",37.259367,-109.3010902,1
1439,"Montgomery County, VA",37.2070304,-80.41039570000002,1
1440,"Montgomery Village, MD",39.172728,-77.20360409999998,1
1441,"Montgomery, AL",32.3792233,-86.3077368,3
1442,"Montgomery, NY",41.5275938,-74.23681599999998,1
1443,"Montgomery, WV",38.1803833,-81.32844519999998,1
1444,"Monticello, GA",33.3048479,-83.68322890000002,1
1445,"Montpelier, OH",41.5844951,-84.60550759999998,1
1446,"Montpelier, VT",44.26005929999999,-72.57538690000001,2
1447,"Montrose County, CO",38.468304,-108.1428669,1
1448,"Moorland, IA",42.44191670000001,-94.2960772,1
1449,"Mora, MN",45.8769031,-93.2938352,1
1450,"Moraine, OH",39.7061702,-84.21938490000002,1
1451,"Morehead, KY",38.1839705,-83.43268409999997,1
1452,"Morenci, AZ",33.0508859,-109.3280282,1
1453,"Moreno Valley, CA",33.9424658,-117.2296717,2
1454,"Morganton, NC",35.7454071,-81.6848188,1
1455,"Morgantown, WV",39.629526,-79.95589679999998,4
1456,"Morris, AL",33.7481576,-86.8086048,1
1457,"Morris, MN",45.5919444,-95.9188889,1
1458,"Morristown, TN",36.2139814,-83.29489219999998,2
1459,"Moss Point, MS",30.4115881,-88.53446009999998,1
1460,"Moultrie, GA",31.1799407,-83.7888387,1
1461,"Mount Holly, NC",35.2981943,-81.01590809999998,1
1462,"Mount Hope, WI",42.9672091,-90.8590158,1
1463,"Mount Hope, WV",37.8953906,-81.16426820000002,1
1464,"Mount Vernon, NY",40.9125992,-73.8370786,1
1465,"Mount Washington, PA",40.4276685,-80.01157010000001,1
1466,"Mountain Grove, MO",37.1306078,-92.2634942,1
1467,"Mountain Home, ID",43.1329504,-115.69119750000002,2
1468,"Mountain Pine, AR",34.5720347,-93.1732401,1
1469,"Mountain View, CO",39.7744311,-105.0555389,1
1470,"Mt Airy, MD",39.3762145,-77.15470400000002,1
1471,"Mt. Airy, NC",36.499300700000006,-80.6072858,1
1472,"Mt. Auburn, OH",39.12148679999999,-84.50911020000002,1
1473,"Mt. Pleasant, TN",35.5342414,-87.20695409999998,1
1474,"Muckleshoot Indian Reservation, WA",47.2517197,-122.1153222,1
1475,"Mulberry, AR",35.5006417,-94.0515919,1
1476,"Muncie, IN",40.1933767,-85.3863599,3
1477,"Muscle Shoals, AL",34.7448112,-87.66752919999998,1
1478,"Muskogee, OK",35.74787689999999,-95.3696909,2
1479,"Myra, TX",33.6239966,-97.3144625,1
1480,"Myrtle Beach, SC",33.689060299999994,-78.8866943,3
1481,"Nacogdoches, TX",31.603512899999995,-94.6554874,1
1482,"Nampa, ID",43.5788175,-116.55978,2
1483,"Nanakuli, HI",21.3875264,-158.1610274,1
1484,"Napa Valley, CA",38.5024689,-122.26538870000002,1
1485,"Napa, CA",38.5024689,-122.26538870000002,4
1486,"Naples, FL",26.1420358,-81.7948103,1
1487,"Naples, ME",43.986313,-70.6180214,1
1488,"Naschitti, NM",36.06501069999999,-108.6820295,1
1489,"Nashua, IA",42.9522221,-92.5386382,2
1490,"Nashville, TN",36.1626638,-86.78160159999999,7
1491,"Natomas, CA",38.6491088,-121.5184591,1
